호선,역명,호기,승강기번호,설치위치,운행구간,운행방향
6,응암,4,1809-470,"2번 출구 측, 1F-B1",1F-B1,하행
6,역촌,1,1800-574,"응암 방면4-1, B4-B1",B4-B1,상행
6,역촌,2,1800-575,"응암 방면4-1, B1-B4",B1-B4,하행
6,역촌,3,1808-101,"4번 출구 측, B1-1F",B1-1F,상행
6,역촌,4,1808-102,"4번 출구 측, 1F-B1",1F-B1,하행
6,역촌,5,1808-103,"2번 출구 측, 1F-B1",1F-B1,하행
6,역촌,6,1808-104,"2번 출구 측, B1-1F",B1-1F,상행
6,불광,1,1800-983,"역촌 방면7-2, B2-B4",B2-B4,하행
6,불광,2,1800-984,"역촌 방면7-2, B4-B2",B4-B2,상행
6,불광,3,1800-985,"역촌 방면2-2, B4-B2",B4-B2,상행
6,불광,4,1800-986,"역촌 방면2-2, B2-B4",B2-B4,하행
6,불광,5,1800-987,"환승통로, B2(6호선)-B2(3호선)",B2(6호선)-B2(3호선),상행
6,불광,6,1800-988,"환승통로, B2(3호선)-B2(6호선)",B2(3호선)-B2(6호선),하행
6,불광,7,1800-989,"환승통로, B2(6호선)-B2(3호선)",B2(6호선)-B2(3호선),상행
6,불광,8,1800-990,"환승통로, B2(3호선)-B2(6호선)",B2(3호선)-B2(6호선),하행
6,불광,9,1800-991,"대합실, BM-B1",BM-B1,하행
6,불광,10,1800-992,"대합실, B1-BM",B1-BM,상행
6,불광,11,1800-993,"대합실, B1-BM",B1-BM,상행
6,불광,12,1800-994,"대합실, BM-B1",BM-B1,하행
6,독바위,1,1800-836,"연신내 방면3-2, B5-B6",B5-B6,하행
6,독바위,2,1800-837,"연신내 방면3-2, B6-B5",B6-B5,상행
6,독바위,3,1800-838,"대합실, B5-B3",B5-B3,상행
6,독바위,4,1800-839,"대합실, B3-B5",B3-B5,하행
6,독바위,5,1800-840,"대합실, B1-B3",B1-B3,하행
6,독바위,6,1800-841,"대합실, B3-B1",B3-B1,상행
6,독바위,7,1800-842,"1번 출구 측, B1-BM",B1-BM,상행
6,독바위,8,1800-843,"1번 출구 측, BM-1F",BM-1F,상행
6,연신내,1,1800-598,"구산 방면6-1, B5-B3",B5-B3,상행
6,연신내,2,1800-599,"구산 방면6-1, B5-B3",B5-B3,상행
6,연신내,3,1800-600,"구산 방면6-1, B3-B5",B3-B5,하행
6,연신내,4,1800-595,"대합실, B1-B3",B1-B3,하행
6,연신내,5,1800-596,"대합실, B1-B3",B1-B3,하행
6,연신내,6,1800-597,"대합실, B3-B1",B3-B1,상행
6,구산,1,1800-591,"응암 방면5-4, B4-B1",B4-B1,상행
6,구산,2,1800-592,"응암 방면5-4, B1-B4",B1-B4,하행
6,새절,1,1809-467,"응암 방면3-3, B2-B1",B2-B1,상행
6,새절,2,1809-468,"응암 방면3-3, B1-B2",B1-B2,하행
6,새절,3,1809-465,"증산 방면3-4, B2-B1",B2-B1,상행
6,새절,4,1809-466,"증산 방면3-4, B1-B2",B1-B2,하행
6,증산,1,1800-397,"1번 출구 측, B1-BM",B1-BM,상행
6,증산,2,1800-398,"4번 출구 측, B1-BM",B1-BM,상행
6,증산,3,1809-463,"새절 방면3-4, B2-B1",B2-B1,상행
6,증산,4,1809-464,"새절 방면3-4, B1-B2",B1-B2,하행
6,증산,5,1809-461,"디지털미디어시티 방면3-3, B2-B1",B2-B1,상행
6,증산,6,1809-462,"디지털미디어시티 방면3-3, B1-B2",B1-B2,하행
6,디지털미디어시티,1,1808-915,"증산 방면1-1, B2-B1",B2-B1,상행
6,디지털미디어시티,2,1808-916,"월드컵경기장 방면8-4, B2-B1",B2-B1,상행
6,디지털미디어시티,3,1808-917,"월드컵경기장 방면8-4, B2-B1",B2-B1,상행
6,디지털미디어시티,4,1808-918,"월드컵경기장 방면1-1, B2-B1",B2-B1,상행
6,디지털미디어시티,5,1808-919,"4번 출구 측, B1-1F",B1-1F,상행
6,디지털미디어시티,6,1808-920,"4번 출구 측, 1F-B1",1F-B1,하행
6,디지털미디어시티,7,1808-921,"2번 출구 측, 1F-B1",1F-B1,하행
6,디지털미디어시티,8,1808-922,"2번 출구 측, B1-1F",B1-1F,상행
6,월드컵경기장,1,1800-851,"3번 출구 측, B1-1F",B1-1F,상행
6,월드컵경기장,2,1800-852,"3번 출구 측, B1-1F",B1-1F,상행
6,월드컵경기장,3,1800-853,"3번 출구 측, 1F-B1",1F-B1,하행
6,월드컵경기장,4,1800-854,"3번 출구 측, 1F-B1",1F-B1,하행
6,월드컵경기장,5,1800-855,"2번 출구 측, 1F-B1",1F-B1,하행
6,월드컵경기장,6,1800-856,"2번 출구 측, 1F-B1",1F-B1,하행
6,월드컵경기장,7,1800-857,"2번 출구 측, B1-1F",B1-1F,상행
6,월드컵경기장,8,1800-858,"2번 출구 측, B1-1F",B1-1F,상행
6,월드컵경기장,9,1800-584,"1번 출구 측, 1F-B1",1F-B1,하행
6,월드컵경기장,10,1800-768,"1번 출구 측, 1F-B1",1F-B1,하행
6,월드컵경기장,11,1800-769,"1번 출구 측, B1-1F",B1-1F,상행
6,월드컵경기장,12,1800-800,"1번 출구 측, B1-1F",B1-1F,상행
6,마포구청,1,1800-867,"1번 출구 측, 1F-B1",1F-B1,하행
6,마포구청,2,1800-868,"1번 출구 측, B1-1F",B1-1F,상행
6,마포구청,3,1800-846,"8번 출구 측, 1F-B1",1F-B1,하행
6,마포구청,4,1800-869,"3번 출구 측, 1F-B1",1F-B1,하행
6,마포구청,5,1800-870,"3번 출구 측, B1-1F",B1-1F,상행
6,마포구청,6,1800-871,"4번 출구 측, 1F-B1",1F-B1,하행
6,마포구청,7,1800-872,"4번 출구 측, B1-1F",B1-1F,상행
6,마포구청,8,1800-875,"5번 출구 측, 1F-BM",1F-BM,하행
6,마포구청,9,1800-876,"5번 출구 측, BM-1F",BM-1F,상행
6,마포구청,10,1800-873,"6, 7번 출구 사이, BM-B1",BM-B1,하행
6,마포구청,11,1800-874,"6, 7번 출구 사이, B1-BM",B1-BM,상행
6,마포구청,12,1810-496,"8번 출구 측, B1-1F",B1-1F,상행
6,망원,1,1800-899,"2번 출구 측, B1-BM",B1-BM,상행
6,망원,2,1800-900,"1번 출구 측, B1-BM",B1-BM,상행
6,합정,1,1808-923,"망원 방면3-3, B3-B2",B3-B2,상행
6,합정,2,1808-924,"상수 방면6-1, B2-B3",B2-B3,하행
6,합정,3,1808-925,"상수 방면6-1, B3-B2",B3-B2,상행
6,합정,4,1808-926,"환승통로, B1-B2",B1-B2,하행
6,합정,5,1808-927,"환승통로, B2-B1",B2-B1,상행
6,합정,6,1808-928,"환승통로, B1-B2",B1-B2,하행
6,합정,7,1808-929,"환승통로, B2-B1",B2-B1,상행
6,합정,8,1808-930,"대합실, B2-B1",B2-B1,상행
6,합정,9,1808-931,"대합실, B1-B2",B1-B2,하행
6,합정,10,1808-932,"5번 출구 측, B1-1F",B1-1F,상행
6,합정,15,1810-127,"8번 출구 측, 1F-B1",1F-B1,하행
6,합정,16,1810-128,"8번 출구 측, B1-1F",B1-1F,상행
6,상수,1,1808-933,"합정 방면3-3, 광흥창 방면6-1, B2-B3",B2-B3,하행
6,상수,2,1808-934,"합정 방면3-3, 광흥창 방면6-1, B3-B2",B3-B2,상행
6,상수,3,1808-937,"대합실, B1-B2",B1-B2,하행
6,상수,4,1808-938,"대합실, B2-B1",B2-B1,상행
6,상수,5,1808-935,"1,2번 출구 측, BM-B1",BM-B1,하행
6,상수,6,1808-936,"1,2번 출구 측, B1-BM",B1-BM,상행
6,상수,7,1808-939,"3,4번 출구 측, BM-B1",BM-B1,하행
6,상수,8,1808-940,"3,4번 출구 측, B1-BM",B1-BM,상행
6,상수,9,1808-941,"3번 출구 측, 1F-BM",1F-BM,하행
6,상수,10,1808-942,"3번 출구 측, BM-1F",BM-1F,상행
6,광흥창,1,1808-943,"상수 방면1-1, 대흥 방면8-4, B3-B2",B3-B2,상행
6,광흥창,2,1808-944,"상수 방면8-4, 대흥 방면1-1, B3-B2",B3-B2,상행
6,광흥창,3,1808-945,"대합실, B2-B1",B2-B1,상행
6,광흥창,4,1808-946,"대합실, B2-B1",B2-B1,상행
6,광흥창,5,1808-185,"2번 출구 측, B1-BM",B1-BM,상행
6,광흥창,6,1808-947,"6번 출구 측, B1-BM",B1-BM,상행
6,광흥창,7,1808-948,"3번 출구 측, B1-BM",B1-BM,상행
6,광흥창,8,1808-174,"2번 출구 측, BM-1F",BM-1F,상행
6,광흥창,9,1808-175,"2번 출구 측, 1F-BM",1F-BM,하행
6,대흥,1,1800-999,"대합실, B2-B1",B2-B1,상행
6,대흥,2,1801-000,"대합실, B1-B2",B1-B2,하행
6,대흥,3,1800-997,"2번 출구 측, B1-BM",B1-BM,상행
6,대흥,4,1800-998,"4번 출구 측, B1-BM",B1-BM,상행
6,대흥,5,1813-891,"1번 출구 측, B1-1F",B1-1F,상행
6,대흥,6,1813-892,"1번 출구 측, 1F-B1",1F-B1,하행
6,공덕,1,1800-995,"7번 출구 측, 1F-B1",1F-B1,하행
6,공덕,2,1800-996,"7번 출구 측, B1-1F",B1-1F,상행
6,공덕,3,1810-055,"환승통로(응암방면 승강장), B3-B2",B3-B2,상행
6,공덕,4,1810-056,"환승통로(응암방면 승강장), B2-B3",B2-B3,하행
6,공덕,5,1808-568,"환승통로(신내방면 승강장), B3-B2",B3-B2,상행
6,공덕,6,1809-238,"환승통로(신내방면 승강장), B2-B3",B2-B3,하행
6,효창공원앞,1,1800-376,"대합실, B2-B1",B2-B1,상행
6,효창공원앞,2,1800-377,"대합실, B1-B2",B1-B2,하행
6,효창공원앞,3,1800-378,"6번 출구 측, B1-1F",B1-1F,상행
6,효창공원앞,4,1800-379,"6번 출구 측, 1F-B1",1F-B1,하행
6,효창공원앞,5,1810-728,"공덕 방면6-4, 삼각지 방면3-1, B3-B2",B3-B2,상행
6,효창공원앞,6,1810-727,"공덕 방면6-4, 삼각지 방면3-1, B2-B3",B2-B3,하행
6,삼각지,1,1800-698,"대합실, B1-B3",B1-B3,하행
6,삼각지,2,1800-699,"대합실, B3-B1",B3-B1,상행
6,삼각지,3,1800-700,"대합실, B3-B1",B3-B1,상행
6,삼각지,4,1800-701,"대합실, B1-B3",B1-B3,하행
6,녹사평,1,1800-380,"삼각지 방면3-3, 이태원 방면6-2, B4-B5",B4-B5,하행
6,녹사평,2,1800-381,"삼각지 방면3-3, 이태원 방면6-2, B5-B4",B5-B4,상행
6,녹사평,3,1800-382,"삼각지 방면5-4, 이태원 방면4-1, B5-B4",B5-B4,상행
6,녹사평,4,1800-383,"삼각지 방면5-4, 이태원 방면4-1, B4-B5",B4-B5,하행
6,녹사평,5,1800-384,"대합실, B2-B4",B2-B4,하행
6,녹사평,6,1800-385,"대합실, B4-B2",B4-B2,상행
6,녹사평,7,1800-386,"대합실, B4-B2",B4-B2,상행
6,녹사평,8,1800-387,"대합실, B1-B2",B1-B2,하행
6,녹사평,9,1800-388,"대합실, B2-B1",B2-B1,상행
6,녹사평,10,1800-389,"2번 출구 측, 1F-B1",1F-B1,하행
6,녹사평,11,1800-390,"2번 출구 측, B1-1F",B1-1F,상행
6,녹사평,12,1800-391,"3번 출구 측, 1F-B1",1F-B1,하행
6,녹사평,13,1800-392,"3번 출구 측, B1-1F",B1-1F,상행
6,이태원,1,1800-844,"대합실, B4-B1",B4-B1,상행
6,이태원,2,1800-845,"대합실, B1-B4",B1-B4,하행
6,이태원,3,1809-499,"대합실, B1-BM",B1-BM,상행
6,이태원,4,1809-500,"대합실, BM-B1",BM-B1,하행
6,한강진,1,1808-191,"대합실, B3-B1",B3-B1,상행
6,한강진,2,1808-192,"대합실, B1-B3",B1-B3,하행
6,한강진,3,1810-744,"2번 출구 측, BM-1F",BM-1F,상행
6,한강진,4,1810-743,"2번 출구 측, 1F-BM",1F-BM,하행
6,버티고개,1,1812-510,"대합실, B1-B2",B1-B2,하행
6,버티고개,2,1812-500,"대합실, B2-B1",B2-B1,상행
6,버티고개,3,1808-199,"3번 출구 측, B1-1F",B1-1F,상행
6,버티고개,4,1808-200,"3번 출구 측, 1F-B1",1F-B1,하행
6,약수,1,1809-212,"환승통로, B2-B3",B2-B3,하행
6,약수,2,1800-582,"환승통로, B3-B2",B3-B2,상행
6,약수,3,1800-583,"환승통로, B2-B3",B2-B3,하행
6,약수,4,1809-213,"환승통로, B3-B2",B3-B2,상행
6,약수,5,1809-214,"7, 8번 출구 측, B1-BM",B1-BM,상행
6,약수,6,1809-215,"7, 8번 출구 측, BM-B1",BM-B1,하행
6,약수,7,1809-209,"환승통로, B2-B1",B2-B1,상행
6,약수,8,1809-210,"환승통로, B1-B2",B1-B2,하행
6,약수,9,1809-211,"6번 출구 측, B1-BM",B1-BM,상행
6,약수,10,1801-048,"7번 출구 측, BM-1F",BM-1F,상행
6,약수,11,1808-526,"7번 출구 측, 1F-BM",1F-BM,하행
6,청구,1,1800-859,"환승통로, B3-B2",B3-B2,상행
6,청구,2,1800-860,"환승통로, B2-B3",B2-B3,하행
6,청구,3,1800-861,"환승통로, B3-B2",B3-B2,상행
6,청구,4,1800-862,"환승통로, B2-B3",B2-B3,하행
6,청구,5,1800-863,"1번 출구 측, B1-BM",B1-BM,상행
6,청구,6,1800-864,"1번 출구 측, BM-B1",BM-B1,하행
6,청구,7,1800-865,"3번 출구 측, BM-B1",BM-B1,하행
6,청구,8,1800-866,"3번 출구 측, B1-BM",B1-BM,상행
6,청구,9,1810-109,"1번 출구 측, BM-1F",BM-1F,상행
6,청구,10,1810-110,"1번 출구 측, 1F-BM",1F-BM,하행
6,신당,1,1808-979,"환승통로, B3-B2",B3-B2,상행
6,신당,2,1808-980,"환승통로, B2-B3",B2-B3,하행
6,신당,3,1808-975,"청구 방면2-2, 동묘앞 방면7-3, B1-B3",B1-B3,하행
6,신당,4,1808-976,"청구 방면2-2, 동묘앞 방면7-3, B3-B1",B3-B1,상행
6,신당,5,1808-977,"청구 방면6-1, 동묘앞 방면3-4, B3-B1",B3-B1,상행
6,신당,6,1808-978,"청구 방면6-1, 동묘앞 방면3-4, B1-B3",B1-B3,하행
6,신당,7,1808-981,"10번 출구 측, 1F-B1",1F-B1,하행
6,신당,8,1808-982,"10번 출구 측, B1-1F",B1-1F,상행
6,신당,9,1800-683,"환승통로, B2-B1",B2-B1,상행
6,신당,10,1800-684,"환승통로, B1-B2",B1-B2,하행
6,신당,11,1800-685,"환승통로, B1-B2",B1-B2,하행
6,신당,12,1800-686,"환승통로, B2-B1",B2-B1,상행
6,신당,13,1800-687,"환승통로, B1-B2",B1-B2,하행
6,신당,14,1800-688,"환승통로, B2-B1",B2-B1,상행
6,동묘앞,1,1800-068,"신당 방면7-3, 창신 방면2-2, B2-B3",B2-B3,하행
6,동묘앞,2,1800-067,"신당 방면7-3, 창신 방면2-2, B3-B2",B3-B2,상행
6,동묘앞,3,1800-070,"대합실, B2-B3",B2-B3,하행
6,동묘앞,4,1800-069,"대합실, B3-B2",B3-B2,상행
6,동묘앞,5,1800-074,"대합실, B1-B2",B1-B2,하행
6,동묘앞,6,1800-075,"대합실, B2-B1",B2-B1,상행
6,동묘앞,7,1800-071,"대합실, B2-B1",B2-B1,상행
6,동묘앞,8,1800-066,"7번 출구 측, B1-BM",B1-BM,상행
6,동묘앞,9,1800-073,"8번 출구 측, 1F-BM",1F-BM,하행
6,동묘앞,10,1800-072,"8번 출구 측, BM-1F",BM-1F,상행
6,동묘앞,11,1810-051,"신당 방면2-3, 창신 방면7-2, B3-B2",B3-B2,상행
6,동묘앞,12,1810-052,"신당 방면2-3, 창신 방면7-2, B2-B3",B2-B3,하행
6,창신,1,1800-051,"대합실, B3-B1",B3-B1,상행
6,창신,2,1800-052,"대합실, B1-B3",B1-B3,하행
6,창신,3,1800-065,"2번 출구 측, B1-BM",B1-BM,상행
6,보문,1,1809-118,"대합실, B2-B1",B2-B1,상행
6,보문,2,1809-119,"대합실, B1-B2",B1-B2,하행
6,안암,3,1809-116,"1번 출구 측, B1-BM",B1-BM,상행
6,안암,4,1809-117,"1번 출구 측, BM-B1",BM-B1,하행
6,안암,1,1809-114,"4번 출구 측, B1-BM",B1-BM,상행
6,안암,2,1809-115,"4번 출구 측, BM-B1",BM-B1,하행
6,안암,5,1803-147,"대합실, B2-B1",B2-B1,상행
6,안암,6,1803-148,"대합실, B1-B2",B1-B2,하행
6,고려대,1,1809-108,"아이센터 앞(B1), B1-B2",B1-B2,하행
6,고려대,2,1809-109,"화장실 측(B1), B2-B1",B2-B1,상행
6,고려대,3,1809-110,"1번 출구 방면(B1), B1-BM",B1-BM,상행
6,고려대,4,1809-111,"1번 출구 방면(B1), BM-B1",BM-B1,하행
6,고려대,5,1809-112,"6번 출구 측, B1-1F",B1-1F,상행
6,고려대,6,1809-113,"6번 출구 측, 1F-B1",1F-B1,하행
6,고려대,7,1803-396,"4번 출구 측, B1-1F",B1-1F,상행
6,고려대,8,1803-397,"4번 출구 측, 1F-B1",1F-B1,하행
6,고려대,9,1810-503,"안암 방면3-4, B4-B3",B4-B3,상행
6,고려대,10,1810-504,"안암 방면3-4, B3-B4",B3-B4,하행
6,고려대,11,1810-501,"월곡 방면6-1, B4-B3",B4-B3,상행
6,고려대,12,1810-502,"월곡 방면6-1, B3-B4",B3-B4,하행
6,월곡,1,1803-403,"1번 출구 방면(B1), B1-BM",B1-BM,상행
6,월곡,2,1809-103,"4번 출구 방면(B1), B1-BM",B1-BM,상행
6,월곡,3,1809-104,"2번 출구 측, 1F-BM",1F-BM,하행
6,월곡,4,1809-105,"2번 출구 측, BM-1F",BM-1F,상행
6,월곡,5,1803-404,"3번 출구 측, 1F-BM",1F-BM,하행
6,월곡,6,1803-405,"3번 출구 측, BM-1F",BM-1F,상행
6,월곡,7,1810-505,"고려대 방면3-4, B3-B2",B3-B2,상행
6,월곡,8,1810-506,"고려대 방면3-4, B2-B3",B2-B3,하행
6,월곡,9,1803-149,"월곡 방면3-3, B3-B2",B3-B2,상행
6,월곡,10,1803-150,"월곡 방면3-3, B2-B3",B2-B3,하행
6,월곡,11,1803-042,"1번 출구 측, BM-1F",BM-1F,상행
6,월곡,12,1803-043,"1번 출구 측, 1F-BM",1F-BM,하행
6,상월곡,1,1803-401,"화장실 측(B2), B2-B1",B2-B1,상행
6,상월곡,2,1803-402,"화장실 측(B2), B1-B2",B1-B2,하행
6,상월곡,3,1803-398,"2번 출구 방면(B1), B2-1F",B2-1F,상행
6,상월곡,4,1803-399,"3번 출구 방면(B1), B2-1F",B2-1F,상행
6,상월곡,5,1809-740,"2번 출구 측, M1-1F",M1-1F,상행
6,상월곡,6,1809-741,"2번 출구 측, 1F-M1",1F-M1,하행
6,돌곶이,1,1802-487,"1번 출구 방면(B1), B1-BM",B1-BM,상행
6,돌곶이,2,1809-101,"8번 출구 측, B1-1F",B1-1F,상행
6,돌곶이,3,1809-102,"8번 출구 측, 1F-B1",1F-B1,하행
6,돌곶이,4,1802-488,"5번 출구 방면(B1), B1-BM",B1-BM,상행
6,석계,1,1803-422,"돌곶이 방면1-1, B3-B2",B3-B2,상행
6,석계,2,1803-423,"태릉입구 방면8-4, B3-B2",B3-B2,상행
6,석계,3,1803-424,"돌곶이 방면6-3, B3-B2",B3-B2,상행
6,석계,4,1803-425,"태릉입구 방면3-2, B3-B2",B3-B2,상행
6,석계,5,1803-418,"7번 출구 방면(B2), B2-B1",B2-B1,상행
6,석계,6,1803-419,"3번 출구 방면, B1-BM",B1-BM,상행
6,석계,7,1803-420,"4번 출구 측, 1F-B1",1F-B1,하행
6,석계,8,1803-421,"4번 출구 측, B1-1F",B1-1F,상행
6,석계,9,1803-414,"1호선 환승통로(B2, M/W 앞), B1-B2",B1-B2,하행
6,석계,10,1803-415,"1호선 환승통로(B2, M/W 앞), B2-B1",B2-B1,상행
6,석계,11,1803-416,"1호선 환승통로(B2, 승강장방면), 2F-B1",2F-B1,하행
6,석계,12,1803-417,"1호선 환승통로(B2, 승강장방면), B1-2F",B1-2F,상행
6,석계,13,1803-376,"2번 출구 측, 1F-B1",1F-B1,하행
6,석계,14,1803-375,"2번 출구 측, B1-1F",B1-1F,상행
6,태릉입구,1,1803-406,"환승통로(7호선 공릉 방면8-4), B3-B4",B3-B4,하행
6,태릉입구,2,1803-407,"환승통로(7호선 공릉 방면8-4), B4-B3",B4-B3,상행
6,태릉입구,3,1803-408,"환승통로(7호선 먹골 방면1-1), B3-B4",B3-B4,하행
6,태릉입구,4,1803-409,"환승통로(7호선 먹골 방면1-1), B4-B3",B4-B3,상행
6,태릉입구,5,1803-410,"환승통로(6호선 석계 방면8-4), B3-B2",B3-B2,상행
6,태릉입구,6,1803-411,"환승통로(6호선 석계 방면8-4), B2-B3",B2-B3,하행
6,태릉입구,7,1803-412,"환승통로(6호선 화랑대 방면1-1), B3-B2",B3-B2,상행
6,태릉입구,8,1803-413,"환승통로(6호선 화랑대 방면1-1), B2-B3",B2-B3,하행
6,태릉입구,10,1802-498,"7번 출구 측, 1F-B1",1F-B1,하행
6,태릉입구,11,1802-497,"7번 출구 측, B1-1F",B1-1F,상행
6,태릉입구,12,1810-167,"6번 출구 방면(B1), B1-BM",B1-BM,상행
6,태릉입구,13,1810-168,"6번 출구 방면(B1), BM-B1",BM-B1,하행
6,태릉입구,14,1810-169,"6번 출구 측, BM-1F",BM-1F,상행
6,태릉입구,15,1810-170,"6번 출구 측, 1F-BM",1F-BM,하행
6,화랑대,1,1802-481,"6번 출구 측, 1F-BM",1F-BM,하행
6,화랑대,2,1802-482,"3번 출구 측, 1F-B1",1F-B1,하행
6,화랑대,3,1802-483,"3번 출구 측, B1-1F",B1-1F,상행
6,화랑대,4,1802-484,"7번 출구 측, 1F-B1",1F-B1,하행
6,봉화산,1,1803-351,"7번 출구 측, B1-1F",B1-1F,상행
6,봉화산,2,1803-352,"화랑대 방면8-4, B1-B2",B1-B2,하행
6,봉화산,3,1809-120,"신내 방면1-1, B2-B1",B2-B1,상행
6,봉화산,4,1809-121,"3번 출구 측, B1-1F",B1-1F,상행
6,신내,1,1812-436,"환승통로(7-4 경춘선), 1F-2F",1F-2F,상행
6,신내,2,1812-437,"환승통로(7-4 경춘선), 2F-1F",2F-1F,하행
7,수락산,1,1806-701,"3번 출구 측, 1F-B1",1F-B1,하행
7,수락산,2,1806-702,"3번 출구 측, B1-1F",B1-1F,상행
7,수락산,3,1803-091,"1번 출구 측, B1-1F",B1-1F,상행
7,수락산,4,1803-092,"6번 출구 측, B1-1F",B1-1F,상행
7,수락산,5,1810-577,"4번 출구 측, B1-1F",B1-1F,상행
7,수락산,6,1810-578,"4번 출구 측, 1F-B1",1F-B1,하행
7,마들,1,1803-093,"화장실 측(B2), B1-B2",B1-B2,하행
7,마들,2,1803-094,"화장실 측(B2), B2-B1",B2-B1,상행
7,마들,3,1806-815,"3번 출구 측, B1-1F",B1-1F,상행
7,마들,4,1806-816,"3번 출구 측, 1F-B1",1F-B1,하행
7,마들,5,1806-824,"6번 출구 측, B1-1F",B1-1F,상행
7,마들,6,1806-823,"6번 출구 측, 1F-B1",1F-B1,하행
7,마들,7,1810-567,"개집표기 앞(B2), B1-B2",B1-B2,하행
7,마들,8,1810-568,"개집표기 앞(B2), B2-B1",B2-B1,상행
7,노원,1,1806-611,"마들 방면1-1, 중계 방면8-4, B2-B1",B2-B1,상행
7,노원,2,1806-612,"마들 방면1-1, 중계 방면8-4, B1-B2",B1-B2,하행
7,노원,3,1806-613,"마들 방면1-1, 중계 방면8-4, B2-B1",B2-B1,상행
7,노원,4,1806-609,"환승통로(B1, 4호선 방면), B1-BM",B1-BM,상행
7,노원,5,1806-610,"환승통로(B1, 4호선 방면), BM-B1",BM-B1,하행
7,노원,6,1806-698,"환승통로(4호선 방면), FM1-BM1",FM1-BM1,하행
7,노원,7,1806-699,"환승통로(4호선 방면), FM1-BM1",FM1-BM1,하행
7,노원,8,1806-614,"환승통로(4호선 방면), BM1-FM1",BM1-FM1,상행
7,노원,9,1806-615,"환승통로(4호선 방면), BM1-FM1",BM1-FM1,상행
7,노원,10,1803-095,"3번 출구 측, B1-1F",B1-1F,상행
7,노원,11,1803-096,"3번 출구 측, 1F-B1",1F-B1,하행
7,노원,12,1803-151,"6번 출구 측, 1F-B1",1F-B1,하행
7,노원,13,1803-152,"6번 출구 측, B1-1F",B1-1F,상행
7,노원,14,1806-817,"8번 출구 측, B1-1F",B1-1F,상행
7,노원,15,1806-818,"8번 출구 측, 1F-B1",1F-B1,하행
7,중계,1,1803-029,"1번 출구 측, B1-1F",B1-1F,상행
7,중계,2,1803-030,"1번 출구 측, 1F-B1",1F-B1,하행
7,중계,3,1803-032,"3번 출구 측, 1F-B1",1F-B1,하행
7,중계,4,1803-031,"3번 출구 측, B1-1F",B1-1F,상행
