연번,호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
1637,7,장승배기,E/S,12,1816-324,B2-B3,내부
1638,7,장승배기,E/S,13,1816-325,B3-B2,내부
1639,7,장승배기,E/S,14,1816-326,B2-B3,내부
1640,7,신대방삼거리,E/S,1,1803-975,대합(B2)-대합(B1),내부
1641,7,신대방삼거리,E/S,2,1803-982,대합(B2)-대합(B1),내부
1642,7,신대방삼거리,E/S,3,1803-976,대합(B1)-BM1,내부
1643,7,신대방삼거리,E/S,4,1803-977,대합(B1)-BM1,내부
1644,7,신대방삼거리,E/S,5,1803-978,BM1-지상(#1 출구),외부
1645,7,신대방삼거리,E/S,6,1803-979,BM1-지상(#1 출구),외부
1646,7,신대방삼거리,E/S,7,1803-980,BM1-지상(#3 출구),외부
1647,7,신대방삼거리,E/S,8,1803-981,BM1-지상(#3 출구),외부
1648,7,신대방삼거리,E/S,9,1807-605,상/승강(B3)-대합(B2),내부
1649,7,신대방삼거리,E/S,10,1807-606,상/승강(B3)-대합(B2),내부
1650,7,신대방삼거리,E/S,11,1807-607,하/승강(B3)-대합(B2),내부
1651,7,신대방삼거리,E/S,12,1807-608,하/승강(B3)-대합(B2),내부
1652,7,보라매,E/S,1,1803-492,대합(B1)-BM1,내부
1653,7,보라매,E/S,2,1803-493,대합(B1)-지상(#8 출구),외부
1654,7,보라매,E/S,3,1803-494,대합(B1)-지상(#8 출구),외부
1655,7,보라매,E/S,4,1803-495,대합(B1)-BM1,내부
1656,7,신풍,E/S,1,1803-588,대합(B1)-지상(#1 출구),외부
1657,7,신풍,E/S,2,1803-589,대합(B1)-지상(#1 출구),외부
1658,7,신풍,E/S,3,1803-590,대합(B1)-지상(#3 출구),외부
1659,7,신풍,E/S,4,1803-591,대합(B1)-지상(#3 출구),외부
1660,7,대림,E/S,1,1803-601,상/종/승강(B2)-대(B1),내부
1661,7,대림,E/S,2,1803-602,상/종/승강(B2)-대(B1),내부
1662,7,대림,E/S,3,1803-603,하/종/승강(B2)-대(B1),내부
1663,7,대림,E/S,4,1803-604,하/종/승강(B2)-대(B1),내부
1664,7,대림,E/S,5,1803-605,대합(B1)-지상(#10 출구),외부
1665,7,대림,E/S,6,1803-606,대합(B1)-지상(#10 출구),외부
1666,7,대림,E/S,7,1803-607,BM1-대합(B1),내부
1667,7,대림,E/S,8,1803-608,BM1-환승통로(F1),내부
1668,7,대림,E/S,9,1803-609,BM1-환승통로(F1),내부
1669,7,대림,E/S,10,1803-610,대합(B1)-환승통로(F1),내부
1670,7,대림,E/S,11,1803-611,대합(B1)-환승통로(F1),내부
1671,7,대림,E/S,12,1814-635,F1-B2,11번 출구 
1672,7,대림,E/S,13,1814-636,B2-F1,11번 출구 
1673,7,남구로,E/S,1,1803-576,대합(B4)-대합(B2),내부
1674,7,남구로,E/S,2,1803-577,대합(B4)-대합(B2),내부
1675,7,남구로,E/S,3,1803-578,대합(B4)-대합(B2),내부
1676,7,남구로,E/S,4,1803-579,대합(B4)-대합(B2),내부
1677,7,남구로,E/S,5,1803-580,대합(B2)-BM2,내부
1678,7,남구로,E/S,6,1803-581,대합(B2)-BM2,내부
1679,7,남구로,E/S,7,1803-582,대합(B2)-BM1,내부
1680,7,남구로,E/S,8,1803-583,대합(B2)-BM1,내부
1681,7,남구로,E/S,9,1803-584,BM1-지상(#2 출구),외부
1682,7,남구로,E/S,10,1803-585,BM1-지상(#2 출구),외부
1683,7,남구로,E/S,11,1803-586,BM1-지상(#5 출구),외부
1684,7,남구로,E/S,12,1803-587,BM1-지상(#5 출구),외부
1685,7,가산디지털단지,E/S,1,1803-480,대합(B3)-대합(B1),내부
1686,7,가산디지털단지,E/S,2,1803-481,대합(B3)-대합(B1),내부
1687,7,가산디지털단지,E/S,3,1803-482,대합(B3)-대합(B1),내부
1688,7,가산디지털단지,E/S,4,1803-483,대합(B3)-대합(B1),내부
1689,7,가산디지털단지,E/S,5,1803-484,대합(B3)-대합(B1),내부
1690,7,가산디지털단지,E/S,6,1803-485,대합(B3)-대합(B1),내부
1691,7,가산디지털단지,E/S,7,1803-486,대합(B1)-지상(#5 출구),외부
1692,7,가산디지털단지,E/S,8,1803-487,대합(B1)-지상(#5 출구),외부
1693,7,가산디지털단지,E/S,9,1803-488,대합(B1)-1호선승강(F1),내부
1694,7,가산디지털단지,E/S,10,1803-489,대합(B1)-1호선승강(F1),내부
1695,7,가산디지털단지,E/S,11,1803-490,대합(B1)-1호선승강(F1),내부
1696,7,가산디지털단지,E/S,12,1803-491,대합(B1)-1호선승강(F1),내부
1697,7,철산,E/S,1,3801-711,종/대합(B1)-지상(#2 출구),외부
1698,7,철산,E/S,2,3801-712,종/대합(B1)-지상(#2 출구),외부
1699,7,철산,E/S,3,3808-480,대합(B1)-지상(#1 출구),외부
1700,7,철산,E/S,4,3808-479,대합(B1)-지상(#1 출구),외부
1701,7,철산,E/S,5,3813-188,대합(B1)-지상(#4 출구),외부
1702,7,철산,E/S,6,3813-187,대합(B1)-지상(#4 출구),외부
1703,7,광명사거리,E/S,1,3818-918,대합(B1)-지상(#9 출구),외부
1704,7,광명사거리,E/S,2,3818-919,대합(B1)-지상(#9 출구),외부
1705,7,천왕,E/S,1,1803-478,대합(B1)-지상(#3 출구),외부
1706,7,천왕,E/S,2,1803-479,대합(B1)-지상(#3 출구),외부
1707,7,천왕,E/S,3,1810-908,대합(B1)-지상(#1 출구),외부
1708,7,천왕,E/S,4,1810-909,대합(B1)-지상(#1 출구),외부
1709,7,천왕,E/S,5,1812-615,대합(B1)-지상(#2 출구),외부
1710,7,천왕,E/S,6,1812-616,대합(B1)-지상(#2 출구),외부
1711,7,온수,E/S,1,1803-454,하/종/승강(B2)-대합(B1),내부
1712,7,온수,E/S,2,1803-455,상/종/승강(B2)-대합(B1),내부
1713,7,온수,E/S,3,1803-456,하/시/승강(B2)-대(B1),내부
1714,7,온수,E/S,4,1803-457,상/시/승강(B2)-대(B1),내부
1715,7,온수,E/S,5,1803-458,대합(B1)-BM1,내부
1716,7,온수,E/S,6,1803-459,대합(B1)-BM1,내부
1717,7,온수,E/S,7,1803-460,시/환승통로(B1)-1호선승강(F1),내부
1718,7,온수,E/S,8,1803-461,시/환승통로(B1)-1호선승강(F1),내부
1719,7,온수,E/S,9,1803-462,대합(B1)-지상(#2 출구),외부
1720,7,온수,E/S,10,1803-463,대합(B1)-지상(#2 출구),외부
1721,7,온수,E/S,11,1803-464,대합(B1)-지상(#5 출구),외부
1722,7,온수,E/S,12,1803-465,대합(B1)-지상(#5 출구),외부
1723,7,온수,E/S,13,1803-466,종/환승통로(B1)-1호선승강(F1),내부
1724,7,온수,E/S,14,1803-467,종/환승통로(B1)-1호선승강(F1),내부
1725,7,온수,E/S,15,1803-468,종/환승통로(B1)-1호선승강(F1),내부
1726,7,온수,E/S,16,1803-469,종/환승통로(B1)-1호선승강(F1),내부
1727,8,암사,E/S,1,1805-216,대합(B1)-지상(#1 출구),외부
1728,8,암사,E/S,2,1805-217,대합(B1)-지상(#1 출구),외부
1729,8,암사,E/S,3,1801-964,대합(B1)-지상(#4 출구),외부
1730,8,암사,E/S,4,1801-965,대합(B1)-지상(#4 출구),외부
1731,8,강동구청,E/S,1,1808-897,대합(B2)-대합(B1),내부
1732,8,강동구청,E/S,2,1808-898,대합(B2)-대합(B1),내부
1733,8,강동구청,E/S,3,1808-899,대합(B1)-BM1,내부
1734,8,강동구청,E/S,4,1808-900,대합(B1)-BM1,내부
1735,8,강동구청,E/S,5,1805-220,대합(B1)-BM1,내부
1736,8,몽촌토성,E/S,1,1806-991,대합(B2)-대합(B1),내부
1737,8,몽촌토성,E/S,2,1806-992,대합(B2)-대합(B1),내부
1738,8,몽촌토성,E/S,3,1806-993,대합(B1)-BM1,내부
1739,8,몽촌토성,E/S,4,1806-994,대합(B1)-BM1,내부
1740,8,몽촌토성,E/S,5,1806-995,대합(B1)-BM1,내부
1741,8,몽촌토성,E/S,6,1806-996,대합(B1)-BM1,내부
1742,8,몽촌토성,E/S,7,1806-997,BM1-지상(#5 출구),외부
1743,8,몽촌토성,E/S,8,1806-998,BM1-지상(#5 출구),외부
1744,8,잠실,E/S,1,1805-625,대합(B1)-BM1,내부
1745,8,잠실,E/S,2,1807-889,B2(대합실)-B1(연결통로),내부
1746,8,잠실,E/S,3,1807-890,B2(대합실)-B1(연결통로),내부
1747,8,잠실,E/S,4,1809-593,B2(대합실)-B1(연결통로),내부
1748,8,잠실,E/S,5,1809-594,B2(대합실)-B1(연결통로),내부
1749,8,송파,E/S,1,1811-794,대합실(B1)-1F(3번출구),3번출구-UP
1750,8,송파,E/S,2,1811-795,1F(3번출구)-대합실(B1),3번출구-DN
1751,8,송파,E/S,3,1811-796,대합실(B1)-1F(4번출구),4번출구-UP
1752,8,송파,E/S,4,1811-797,1F(4번출구)-대합실(B1),4번출구-DN
1753,8,가락시장,E/S,1,1805-681,환승통로(B3)-상/종/승강(B2),내부
1754,8,가락시장,E/S,2,1805-682,환승통로(B3)-상/종/승강(B2),내부
1755,8,가락시장,E/S,3,1805-683,환승통로(B3)-하/종/승강(B2),내부
1756,8,가락시장,E/S,4,1805-684,환승통로(B3)-하/종/승강(B2),내부
1757,8,가락시장,E/S,5,1802-926,대합(B1)-지상(#1 출구),외부
1758,8,가락시장,E/S,6,1802-927,대합(B1)-지상(#1 출구),외부
1759,8,가락시장,E/S,7,1805-685,대합(B1)-지상(#2 출구),외부
1760,8,가락시장,E/S,8,1805-686,대합(B1)-지상(#2 출구),외부
1761,8,가락시장,E/S,9,1805-687,대합(B1)-지상(#5 출구),외부
1762,8,가락시장,E/S,10,1805-688,대합(B1)-지상(#5 출구),외부
1763,8,가락시장,E/S,11,1805-689,대합(B1)-지상(#6 출구),외부
1764,8,가락시장,E/S,12,1805-690,대합(B1)-지상(#6 출구),외부
1765,8,문정,E/S,1,1811-192,대합(B1)-지상(#2 출구),외부
1766,8,문정,E/S,2,1811-191,대합(B1)-지상(#2 출구),외부
1767,8,장지,E/S,1,1805-661,대합(B1)-BM1,내부
1768,8,장지,E/S,2,1805-662,대합(B1)-BM1,내부
1769,8,장지,E/S,3,1805-663,대합(B1)-BM1,내부
1770,8,장지,E/S,4,1805-664,대합(B1)-BM1,내부
1771,8,장지,E/S,5,1805-665,BM1-지상(#3 출구),외부
1772,8,장지,E/S,6,1805-666,BM1-지상(#3 출구),외부
1773,8,복정,E/S,1,1802-951,중앙/승강(B2)-대합(B1),내부
1774,8,복정,E/S,2,1802-952,BM1-지상(#2 출구),외부
1775,8,복정,E/S,3,1802-953,BM1-지상(#2 출구),외부
1776,8,남위례,E/S,1,3813-889,F1-F2,1번출구
1777,8,남위례,E/S,2,3813-890,F2-F1,1번출구
1778,8,남위례,E/S,3,3813-891,F2-F3,내부
1779,8,남위례,E/S,4,3813-892,F3-F2,내부
1780,8,남위례,E/S,5,3813-886,F2-F3,내부
1781,8,남위례,E/S,6,3813-887,F3-F2,내부
1782,8,남위례,E/S,7,3813-888,F1-F2,5번출입구
1783,8,산성,E/S,1,3805-435,상/시/승강(B3)-대합(B2),내부
1784,8,산성,E/S,2,3805-436,상/시/승강(B3)-대합(B2),내부
1785,8,산성,E/S,3,3805-437,하/시/승강(B3)-대합(B2),내부
1786,8,산성,E/S,4,3805-438,하/시/승강(B3)-대합(B2),내부
1787,8,산성,E/S,5,3802-097,상/종/승강(B3)-대합(B2),내부
1788,8,산성,E/S,6,3802-098,상/종/승강(B3)-대합(B2),내부
1789,8,산성,E/S,7,3802-099,하/종/승강(B3)-대합(B2),내부
1790,8,산성,E/S,8,3802-100,하/종/승강(B3)-대합(B2),내부
1791,8,산성,E/S,9,3805-449,대합(B2)-대합(B1),내부
1792,8,산성,E/S,10,3805-439,대합(B2)-대합(B1),내부
1793,8,산성,E/S,11,3805-440,대합(B2)-대합(B1),내부
1794,8,산성,E/S,12,3805-502,BM1-지상(#2 출구),외부
1795,8,산성,E/S,13,3805-501,BM1-지상(#2 출구),외부
1796,8,남한산성입구,E/S,1,3802-079,대합(B1)-지상(#1 출구),외부
1797,8,남한산성입구,E/S,2,3802-080,대합(B1)-지상(#1 출구),외부
1798,8,남한산성입구,E/S,3,3805-603,대합(B2)-대합(B1),내부
1799,8,남한산성입구,E/S,4,3805-604,대합(B2)-대합(B1),내부
1800,8,단대오거리,E/S,1,3802-053,대합(B1)-지상(#1 출구),외부
1801,8,단대오거리,E/S,2,3802-054,대합(B1)-지상(#1 출구),외부
1802,8,단대오거리,E/S,3,3805-601,대합(B2)-대합(B1),내부
1803,8,단대오거리,E/S,4,3805-602,대합(B2)-대합(B1),내부
1804,8,단대오거리,E/S,5,3811-916,B1-F1,3번출입구
1805,8,단대오거리,E/S,6,3811-917,F1-B1,3번출입구
1806,8,모란,E/S,1,3802-183,대합(B2)-대합(B1),내부
1807,8,모란,E/S,2,3802-184,대합(B2)-대합(B1),내부
